Assigned To	Code	Date	User	Tweet
Suzanne Garcia	Neutral	Tue May 29 18:21:57 +0000 2018	Handurdealt	Roseanne just got cancelled wow yikes
Michael Joseph, III	Anti-Roseanne	Tue May 29 18:21:57 +0000 2018	hillbillybard	RacistRoseanne
Sigfried Gold	Pro-Roseanne	Tue May 29 18:21:58 +0000 2018	StandingLeaf	@realmikecolter Just want to point out my while not one to one example, @therealroseanne used her freedom of speech... https://t.co/SLdzza2HIl
Sigfried Gold	Unclear/Unrelated	Tue May 29 18:21:58 +0000 2018	seeksdecember	Roseanne
Sarah Jackson	Pro-Roseanne	Tue May 29 18:21:58 +0000 2018	girlstayswoke	@hotsana1019 Roseanne is busy driving truckloads of money to her estate in Hawaii. The fact that liberals think thi... https://t.co/14S7cA2rJ8
Aditya Bhat	Unclear/Unrelated	Tue May 29 18:21:59 +0000 2018	jbmartin71	DoubleStandard
Aditya Bhat	Unclear/Unrelated	Tue May 29 18:21:59 +0000 2018	BobEckstein	Roseanne
Sarah Jackson	Anti-Roseanne	Tue May 29 18:21:59 +0000 2018	WensdaiAddamns	when you're company makes news ..  for doing the right thing.  https://t.co/HSWNZcNSTN
Michael Joseph, III	Pro-Roseanne	Tue May 29 18:21:59 +0000 2018	bri_amaral	@ABC You just knew that liberals @ABC were just looking for any reason to cancel @therealroseanne show because of i... https://t.co/A9E7NzLEzo
Kristen Byers	Pro-Roseanne	Tue May 29 18:22:00 +0000 2018	tcp2018	@therealroseanne A joke is a joke . The world has become full of pussy whipped people
Carmen Collins	Unclear/Unrelated	Tue May 29 18:22:00 +0000 2018	TonyMazzarri	@KayaJones @RonMyers98 @ABCNetwork @jimmykimmel @FLOTUS @therealroseanne Not real men, just puppets
Suzanne Garcia	Neutral	Tue May 29 18:22:00 +0000 2018	_rose84	@billyeichner According to @katiecouric Roseanne has been cancelled!!!!!
Sarah Jackson	Unclear/Unrelated	Tue May 29 18:22:00 +0000 2018	jazzvideoguy	@rashonts lmao this girl blocked ME, a small reality tv twitter w under 30 followers              she has the thinnest skin... https://t.co/IsPe6SncXZ
Sarah Jackson	Anti-Roseanne	Tue May 29 18:22:00 +0000 2018	RobertJJeffries	Bye Felicia (Roseanne). https://t.co/G4nT1XEd9a
Kristen Byers	Unclear/Unrelated	Tue May 29 18:22:01 +0000 2018	gphillimo	@Statecraft_Huff @therealroseanne You should jump off the closest tall building
Kristen Byers	Neutral	Tue May 29 18:22:01 +0000 2018	DarnellFriedman	ABC has dropped Roseanne's show after racist tweet
Kristen Byers	Anti-Roseanne	Tue May 29 18:22:01 +0000 2018	Rick1042	Feel bad for Roseanne Barr's colleagues who are out of a job because she is racist but ABC did the right thing. The... https://t.co/MqXvu9mEcH
Carmen Collins	Anti-Roseanne	Tue May 29 18:22:01 +0000 2018	orphaned_annie	Yes the number of MAGAs excusing Roseanne's bigotry with the same exact talking point isn't lost on me
Sarah Jackson	Anti-Roseanne	Tue May 29 18:22:01 +0000 2018	GWF08	Roseanne is a twat
Michael Joseph, III	Pro-Roseanne	Tue May 29 18:22:01 +0000 2018	MichaelTurchin	I don't think @ABCNetwork has any idea what a gigantic mistake they just made by cancelling @RoseanneOnABC... https://t.co/2VAYmcdTBP
Michael Joseph, III	Unclear/Unrelated	Tue May 29 18:22:02 +0000 2018	ghafoor2018	Blogger
Sarah Jackson	Pro-Roseanne	Tue May 29 18:22:03 +0000 2018	MulhollandLeda	STOCK MARKET COLLAPSE BECAUSE ROSEANNE CANCELLED. LIBS TRYING TO KILL AMERICA
Michael Joseph, III	Anti-Roseanne	Tue May 29 18:22:03 +0000 2018	ChaosApathy	@therealroseanne A bad joke?! But you been a racist cunt... At this point just be honest about it         \u200d       https://t.co/dFCs39bBEv
Michael Joseph, III	Neutral	Tue May 29 18:22:03 +0000 2018	3FourthsGeek	Roseanne' Canceled at ABC https://t.co/4IxQ00mb2g via @variety
Carmen Collins	Anti-Roseanne	Tue May 29 18:22:04 +0000 2018	ilahasmum	Well, Well, Well! Its the right thing @ABCNetwork  After Racist Tweet by Roseanne Barr, ABC Cancels Her Hit Show https://t.co/UXM2ldyYaB
Carmen Collins	Anti-Roseanne	Tue May 29 18:22:04 +0000 2018	zmanaz	Well. So much for Roseanne. Now if only ABC could fire Trump!
Sigfried Gold	Unclear/Unrelated	Tue May 29 18:22:04 +0000 2018	anthonymarco	@DILLIGAF_not @debralynnsmith3 @therealroseanne I think it's your mom.
Aditya Bhat	Unclear/Unrelated	Tue May 29 18:22:05 +0000 2018	JrMoe_	Roseanne
Kristen Byers	Anti-Roseanne	Tue May 29 18:22:05 +0000 2018	peace4unme2	@therealroseanne You do know better. You chose not to be.
Suzanne Garcia	Pro-Roseanne	Tue May 29 18:22:06 +0000 2018	horrowfide	Not condoning @therealroseanne but the fact that she was canceled in a matter of hours while @JoyAnnReid still has... https://t.co/0Dx3TnEz0i
Kristen Byers	Anti-Roseanne	Tue May 29 18:22:07 +0000 2018	omfritz	Derben Humor hatte sie schon immer -  und dahinter stecken wohl rassistische Einstellungen, wie wir jetzt erfahren  https://t.co/avHpsiMFiS
Aditya Bhat	Neutral	Tue May 29 18:22:08 +0000 2018	JCPrados	Disney cancela el revival de Roseanne por declaraciones racistas de su protagonista https://t.co/ye5Ijgc8Ma
Suzanne Garcia	Anti-Roseanne	Tue May 29 18:22:08 +0000 2018	RoundThaWayK	@MsTerryMcMillan Racist Roseanne...OUT
Sarah Jackson	Pro-Roseanne	Tue May 29 18:22:08 +0000 2018	RealFuckSchtick	@RoseanneOnABC @therealroseanne gets cancelled, but ABC employs this fool. Hypocrites. https://t.co/ym4xzBmjvT
Michael Joseph, III	Neutral	Tue May 29 18:22:08 +0000 2018	lrdeville	'Roseanne' Canceled by ABC after Racist Tweet  https://t.co/mYx84aTakh via @TMZ
Aditya Bhat	Unclear/Unrelated	Tue May 29 18:22:09 +0000 2018	BAMBAMUK1969	@therealroseanne
Carmen Collins	Anti-Roseanne	Tue May 29 18:22:09 +0000 2018	CindyAKane	All I can think about are ALL the  Managers, Agents, Grips, PAs, etc, who now have ALL lost money, because of... https://t.co/wgJc6BVmx1
Suzanne Garcia	Pro-Roseanne	Tue May 29 18:22:09 +0000 2018	ways_there	@Malangas Hopefully Fox will pick up the Rosanne Show @therealroseanne
Sigfried Gold	Anti-Roseanne	Tue May 29 18:22:09 +0000 2018	iVote_Trump	@therealroseanne You know how people have lost their job because of your stupidity?! Hope Hollywood ban you from all production companies!
Sarah Jackson	Unclear/Unrelated	Tue May 29 18:22:09 +0000 2018	ChangeComin	@RealAlexJones @therealroseanne WTF do you always get 'haters' believing because the Grand Wizard is in the Shit' H... https://t.co/9TvQ2N46bo
Kristen Byers	Anti-Roseanne	Tue May 29 18:22:10 +0000 2018	maggiepriceless	So @therealroseanne got cancelled for offensive remarks... when will @realDonaldTrump get his white house reality show cancelled?
Sigfried Gold	Anti-Roseanne	Tue May 29 18:22:10 +0000 2018	brandxit	Winning
Sarah Jackson	Anti-Roseanne	Tue May 29 18:22:10 +0000 2018	Mammon_is_God	@ShaunKing I think she's trying to be politically correct. Roseanne dig her own grave with no respect for her co- w... https://t.co/xlMkgQ4umH
Michael Joseph, III	Unclear/Unrelated	Tue May 29 18:22:10 +0000 2018	Real_PeachyKeen	@therealroseanne https://t.co/csSIHKQcBZ
Suzanne Garcia	Unclear/Unrelated	Tue May 29 18:22:11 +0000 2018	jon4stall	@Amy_Siskind @politico @therealroseanne @RoseanneOnABC reasoning for myself, I saw the purpose of their words. It w... https://t.co/wa7BcB1K1q
Sigfried Gold	Anti-Roseanne	Tue May 29 18:22:11 +0000 2018	Solara143143	we have to stop letting people make overtly racist statements &amp; then allow them to slide simply because they say "I... https://t.co/iuS9jXm8FX
Aditya Bhat	Neutral	Tue May 29 18:22:12 +0000 2018	derekcoward	Wow. That was quick.  https://t.co/ahqviPSuJl
Michael Joseph, III	Unclear/Unrelated	Tue May 29 18:22:12 +0000 2018	FreedomNTheUSA	@AndreSegers What did Roseanne say?
Suzanne Garcia	Neutral	Tue May 29 18:22:13 +0000 2018	RobWayne007	@ABCNetwork canceling ABC for cancelling Roseanne. You finally get a show worth watching and ditch it. Hope @FOXTV... https://t.co/lL6SDYmvBX
Suzanne Garcia	Neutral	Tue May 29 18:22:13 +0000 2018	WKRNLarry	RoseanneABC
Sigfried Gold	Unclear/Unrelated	Tue May 29 18:22:13 +0000 2018	SBarber_tweets	Roseanne
Sarah Jackson	Anti-Roseanne	Tue May 29 18:22:13 +0000 2018	Fer_Furquim	The Roseanne TV Show Sad 2C All the hard work put in2 this shows comeback&amp;a Tweet Roseanne Fucks it up EVERY 1&amp;All those people&amp;all the jobs
Aditya Bhat	Neutral	Tue May 29 18:22:14 +0000 2018	Queese32	ABC cancels 'Roseanne' after Barr's racist tweet - Fox News @therealroseanne Good!  https://t.co/Fm3GMIngCl
Aditya Bhat	Unclear/Unrelated	Tue May 29 18:22:14 +0000 2018	drewtaylor801	FUCKING BINGO!!!RT @HaroldBingo: dont praise ABC, all they did was cover their backsides. its not like they were bl... https://t.co/xxsBp7uL4c
Sarah Jackson	Pro-Roseanne	Tue May 29 18:22:14 +0000 2018	tvgrapevine	Definition of hypocrisy? People who argue that football players who get fined or fired if they protest will get wha... https://t.co/9kENWt00ye
Aditya Bhat	Unclear/Unrelated	Tue May 29 18:22:15 +0000 2018	FindTruthUSA	@MadameND @EdKrassen @therealroseanne Yes because the left only forgives and forgets their own kind     on twitter act... https://t.co/Y60p7cZciM
Carmen Collins	Unclear/Unrelated	Tue May 29 18:22:15 +0000 2018	coolfelix	Appropriate
Suzanne Garcia	Neutral	Tue May 29 18:22:15 +0000 2018	rayonalovely	Van Jones: Corporate America saying 'enough' https://t.co/ibESKabrJW
Michael Joseph, III	Unclear/Unrelated	Tue May 29 18:22:15 +0000 2018	RainingTable	Roseanne
Aditya Bhat	Neutral	Tue May 29 18:22:16 +0000 2018	BranReynolds48	We can not let racisms and islamophobia win, Roseanne has the right to say what she said but since she has a show o... https://t.co/Qn3lX6E4ji
Carmen Collins	Anti-Roseanne	Tue May 29 18:22:16 +0000 2018	Holly_Homa	@creolecajun @therealroseanne You're a dope and her show was cancelled. Have fun watching reruns.
Suzanne Garcia	Anti-Roseanne	Tue May 29 18:22:16 +0000 2018	Crypto_MrBurns	How many people lost their job today because of stupid @therealroseanne s big giant racist mouth?   How long until... https://t.co/2vi8oxBTby
Sigfried Gold	Neutral	Tue May 29 18:22:16 +0000 2018	Bajangal28	ABC has canceled Roseanne following a Roseanne Barr tweet that suggested former Obama White House adviser Valerie J... https://t.co/yB1HZaSMNc
Michael Joseph, III	Anti-Roseanne	Tue May 29 18:22:16 +0000 2018	_luckygecko	@mitchellvii No. Trump made Roseanne's overt racist comments possible.
Aditya Bhat	Neutral	Tue May 29 18:22:17 +0000 2018	519lucha	@therealroseanne I love you Roseanne im so sorry tha Abc canceled your show, but you knew going back to abc you wer... https://t.co/ZSiU1yusqO
Aditya Bhat	Unclear/Unrelated	Tue May 29 18:22:17 +0000 2018	Sewnsew27	@therealroseanne Such sincerity...... not.
Carmen Collins	Pro-Roseanne	Tue May 29 18:22:17 +0000 2018	RTGBreaking	@AllanGolombek1 @therealroseanne When does all comedians start apologizing for all racist comments and held respons... https://t.co/358hrEQ2nd
Michael Joseph, III	Unclear/Unrelated	Tue May 29 18:22:17 +0000 2018	zclove2bme	I came as fast as how long it took Roseanne Barr to get her show cancelled.
Aditya Bhat	Neutral	Tue May 29 18:22:18 +0000 2018	ShamyGrokite	And that's what you get for being a racist idiot.  https://t.co/iuzj9RfWxj
Kristen Byers	Unclear/Unrelated	Tue May 29 18:22:18 +0000 2018	gracieandmike	@therealroseanne @ChelseaClinton @OpenSociety Chelsea has job.
Kristen Byers	Neutral	Tue May 29 18:22:18 +0000 2018	chicojimj	ABC canceled "Roseanne" hours after the hit sitcom's star, Roseanne Barr, posted a racist comment on Twitter about a former Obama adviser.
Michael Joseph, III	Anti-Roseanne	Tue May 29 18:22:18 +0000 2018	SkylarR1958	@therealroseanne Did you not realize only the President can be a piece of shit racist and keep a job around these parts?
Carmen Collins	Unclear/Unrelated	Tue May 29 18:22:19 +0000 2018	SkyBarFilms	@mrjeffjackson @kathystanton08 @JackPosobiec So then it be be hypocritical if you support Roseanne firing but are a... https://t.co/PkylMFVmx5
Carmen Collins	Pro-Roseanne	Tue May 29 18:22:19 +0000 2018	MarkSteffich	I think there's a good chance that @shondarhimes called the head of ABC and said it's Roseanne or me.
Carmen Collins	Unclear/Unrelated	Tue May 29 18:22:19 +0000 2018	Mrs_Political	@hashtagcatie What happened to Roseanne??
Sigfried Gold	Unclear/Unrelated	Tue May 29 18:22:19 +0000 2018	kennbj101	@WilkowMajority @ABCNetwork @therealroseanne @espn @KeithOlbermann  https://t.co/zcQQAiJ3TO
Michael Joseph, III	Unclear/Unrelated	Tue May 29 18:22:20 +0000 2018	masskitty	Roseanne is the Pewdiepie of network television
Aditya Bhat	Neutral	Tue May 29 18:22:21 +0000 2018	PeopleStarWorld	Roseanne' Canceled by ABC after Racist Tweet https://t.co/rS6aF70KLQ https://t.co/LFUPhUWIJm
Kristen Byers	Anti-Roseanne	Tue May 29 18:22:21 +0000 2018	Karmaka2	@therealroseanne Wow you just dont stop
Carmen Collins	Anti-Roseanne	Tue May 29 18:22:21 +0000 2018	daanjew	@therealroseanne Good, go crawl back under your racist rock.
Suzanne Garcia	Neutral	Tue May 29 18:22:21 +0000 2018	tylercoleray	Roseanne's comment was tasteless, but not even a drop in the ocean compared to this comment about THE PRESIDENT OF... https://t.co/qdnYsaRd9J
Sarah Jackson	Anti-Roseanne	Tue May 29 18:22:21 +0000 2018	AndrewBTye	@ABCNetwork I just saw this. Thank you. The Trumpsters will wail, but be proud-you did the right thing. https://t.co/aaaNip4YxC
Aditya Bhat	Neutral	Tue May 29 18:22:22 +0000 2018	SlayforAday	@rolandsmartin @TheRealRoseanne @RoseanneOnABC didn't she put the show on the air stfu
Aditya Bhat	Pro-Roseanne	Tue May 29 18:22:22 +0000 2018	matthewbbrady	@TrumpStudents @StopURLying @JoyAnnReid @therealroseanne Double standard.....
Kristen Byers	Anti-Roseanne	Tue May 29 18:22:22 +0000 2018	guyincognito	Final scene: Roseanne gets a heart attack at Landford General hospital after discovering her surgeon is Mexican-American
Sigfried Gold	Pro-Roseanne	Tue May 29 18:22:22 +0000 2018	BrandonHanley2	@therealroseanne Nooooooooo!!!!!
Kristen Byers	Pro-Roseanne	Tue May 29 18:22:23 +0000 2018	serious_adult	Looking forward to a Bari Weiss scorcher about how Roseanne's freedom of speech is being repressed by the violent leftist mafia.
Carmen Collins	Unclear/Unrelated	Tue May 29 18:22:23 +0000 2018	Deejdelo	Roseanne
Carmen Collins	Pro-Roseanne	Tue May 29 18:22:23 +0000 2018	DLHDara	Y'all thought you could contain her.   https://t.co/pjicCVyr3m
Michael Joseph, III	Pro-Roseanne	Tue May 29 18:22:23 +0000 2018	Jennife53771992	MAGA
Kristen Byers	Anti-Roseanne	Tue May 29 18:22:24 +0000 2018	Jamezmcc	That fat racist cunt Roseanne will be a regular on Fox News for the next year no doubt.
Suzanne Garcia	Pro-Roseanne	Tue May 29 18:22:24 +0000 2018	tanialambert	Yesterday Paula Deen, today Roseanne Barr.
Sigfried Gold	Unclear/Unrelated	Tue May 29 18:22:24 +0000 2018	s8s0s8s0	@rolandsmartin @ABCNetwork @RoseanneOnABC @therealroseanne @ValerieJarrett  https://t.co/bLnxonzKvB
Sigfried Gold	Pro-Roseanne	Tue May 29 18:22:24 +0000 2018	chrisannhunt	@TheMarkPantano @ABCNetwork @therealroseanne The US Constitution on equal rights/protections for all, isn't. Her ri... https://t.co/VaxTK4ek8S
Sarah Jackson	Anti-Roseanne	Tue May 29 18:22:24 +0000 2018	XBrittanyDukeX	@Disney thanks! But don't throw baby &amp; bathwater away -- rewrite 'After Roseanne' into a star vehicle for John Good... https://t.co/ACSGDcGqzM
Carmen Collins	Anti-Roseanne	Tue May 29 18:22:25 +0000 2018	emma_yolie	@therealroseanne It's all the same bullcrap excuses from you and all the other bigots. It was a joke I'm a comedian... https://t.co/MTctjAoxYr
Sarah Jackson	Unclear/Unrelated	Tue May 29 18:22:25 +0000 2018	VioletMatt_	@annvandersteel @NameRedacted7 @therealroseanne @mitchellvii @TheRealHublife @realPolitiDiva @JTMYVA... https://t.co/h0P29EFlKs
Michael Joseph, III	Neutral	Tue May 29 18:22:25 +0000 2018	MJsLoveSlave	via @PerilofAfrica  Disney's ABC network cancels Roseanne Barr show after racist tweets https://t.co/sQJFtLIKKI https://t.co/skaTRQ8wg9
Kristen Byers	Anti-Roseanne	Tue May 29 18:22:26 +0000 2018	fredontwittur	I'm certain Roseanne had a bunch of understandable reasons for being a crude and obnoxious person. I'm also certain... https://t.co/dIpsOTsTm0
Carmen Collins	Pro-Roseanne	Tue May 29 18:22:26 +0000 2018	JBar_23	@therealroseanne Please don't apologize  don't let these assholes bully you
Sarah Jackson	Pro-Roseanne	Tue May 29 18:22:27 +0000 2018	chicwillow	Extremely turgid about this Roseanne news
Carmen Collins	Pro-Roseanne	Tue May 29 18:22:28 +0000 2018	ThbbftTweets	It is intriguing to me that the same people who don't want NFL players to kneel are upset that Roseanne was cancele... https://t.co/zu7Q9SqHcn
Suzanne Garcia	Anti-Roseanne	Tue May 29 18:22:28 +0000 2018	Knarf_017	I see ABC took no time canceling that bum ass Roseanne reboot. Shit was always wack.
Carmen Collins	Unclear/Unrelated	Tue May 29 18:22:29 +0000 2018	notadeb	RoseanneBarr
Suzanne Garcia	Anti-Roseanne	Tue May 29 18:22:29 +0000 2018	STurklebvg	@RealAlexJones @therealroseanne You're a dipshit.
Sigfried Gold	Unclear/Unrelated	Tue May 29 18:22:29 +0000 2018	Dangchick1	@samcorb Truth is they both fed off each other and their relationship together made the show funny! I'd give Jackie... https://t.co/pZhOgbvdHr
Michael Joseph, III	Pro-Roseanne	Tue May 29 18:22:29 +0000 2018	_IvoryApe	@MAGAALLTHEWAY @ABCNetwork @therealroseanne What about her freedom of speech, Kaepernick apologists?
Aditya Bhat	Neutral	Tue May 29 18:22:30 +0000 2018	kimburwash	@ABCNetwork made the right decision to take away @therealroseanne's  platform .  But remember when the show killed off Dan...just sayin
Aditya Bhat	Neutral	Tue May 29 18:22:30 +0000 2018	MikeBigdogKing	I guess we'll be seeing @therealroseanne working the county fair circuit next year.
Michael Joseph, III	Pro-Roseanne	Tue May 29 18:22:30 +0000 2018	nolaguy_phd	@Lrihendry @therealroseanne @ABC It's total      and if this left is not stopped not only the USA but the world will b... https://t.co/DVGunt4Np2
Aditya Bhat	Neutral	Tue May 29 18:22:31 +0000 2018	MRDPodcast	@bblizak She dones https://t.co/CFNaW9j5D8 ABC cancels 'Roseanne' after Roseanne Barr compares black Obama aide Jarrett to an ape
Aditya Bhat	Pro-Roseanne	Tue May 29 18:22:32 +0000 2018	johnnyboy1308	@ABCNetwork sad about Roseanne. She's being condemned for what she said.  But others on the failing View, show say... https://t.co/BAQNS6VGr8
Carmen Collins	Anti-Roseanne	Tue May 29 18:22:32 +0000 2018	Hometiquette	@hredriders @therealroseanne @realDonaldTrump Please tell me what is conservative about calling a black woman a monkey?
Carmen Collins	Unclear/Unrelated	Tue May 29 18:22:32 +0000 2018	asimwaheed1968	FireJoyReid
Suzanne Garcia	Anti-Roseanne	Tue May 29 18:22:32 +0000 2018	EricBnoRakim	@tjhend1 @therealroseanne Haha... PERFECT!
